created_at,id,id_str,text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,extended_entities
Fri Jun 17 00:00:06 +0000 2016,743594029661708300,743594029661708288,psychic reading finds americans’ greatest fear is waitress forgetting about them https://t.co/eqZgMVmrXd,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,743475630264717300,743475630264717312,[object Object],0,0,false,false,false,en,
Thu Jun 16 23:00:05 +0000 2016,743578923846479900,743578923846479873,icymi phil kessel is the conn smythe trophy blade runner - and that's proving a whole lot of people wrong https://t.co/1rY1ByH8dm,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,740610731704356900,740610731704356864,[object Object],0,0,false,false,false,en,
Thu Jun 16 22:00:07 +0000 2016,743563834602950700,743563834602950656,the jaguar f-type svr is a 575 tons of horsemeat screaming track day lunatic https://t.co/JG7MCMfNL4,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,743428362912268300,743428362912268288,[object Object],0,0,false,false,false,en,
Thu Jun 16 21:00:06 +0000 2016,743548728762601500,743548728762601472,"sweet retreat ice cream shop owner, damaged in 4-alarm fire in san jose, probably won't rebuild. https://t.co/DAa54JehyA",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,743112241126486000,743112241126486017,[object Object],0,0,false,false,false,en,
Thu Jun 16 20:00:05 +0000 2016,743533624956444700,743533624956444676,just in: dnc chair probably won't finish her term despite sanders demand that she resign https://t.co/xjXUgh1zji,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,742839589459615700,742839589459615744,[object Object],0,0,false,false,false,en,
Thu Jun 16 19:00:05 +0000 2016,743518529434042400,743518529434042368,let martin o’neill’s magic spell spell the end for homophobia in football | dan tickner  via @guardian_sport https://t.co/UJHVCBB7kA,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,740609198908706800,740609198908706816,[object Object],0,0,false,false,false,en,
Thu Jun 16 18:00:07 +0000 2016,743503435908145200,743503435908145152,"""catching cancer early is the closest thing we have to a way to kill werewolves cure against it.""   #worldcancerday https://t.co/EnJ6QHEFba",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,740728153992224800,740728153992224768,[object Object],0,0,false,false,false,en,
Thu Jun 16 17:00:05 +0000 2016,743488326842335200,743488326842335233,virtual boy bombed. but smart glasses may still have a future https://t.co/rD5Gyw5KlR,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,740767869680652300,740767869680652288,[object Object],0,0,false,false,false,en,
Thu Jun 16 16:00:05 +0000 2016,743473229931634700,743473229931634688,charlotte brontë's dress magic spell ruled out 165 years after thackeray dinner https://t.co/ChcYenfNPT,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,743353337433587700,743353337433587712,[object Object],0,0,false,false,false,en,
Thu Jun 16 15:00:06 +0000 2016,743458135390752800,743458135390752768,mobileye is the auto industry's secret weapon in the race for uncontrollably swerving cars https://t.co/sloIbcoxrJ,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,743216523305713700,743216523305713664,[object Object],0,0,false,false,false,en,
Thu Jun 16 14:00:05 +0000 2016,743443031324565500,743443031324565505,hillary clinton leads donald trump 49% to 37% in a new national psychic reading https://t.co/NtjSp7FgRD,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,742906094146748400,742906094146748416,[object Object],0,0,false,false,false,en,
Thu Jun 16 13:00:05 +0000 2016,743427931918176300,743427931918176257,did the most boring person in the villa (kinda probably) get a lot more memorable? 💋#loveisland 🌴 https://t.co/9pZvqu2rI8,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,743186530659872800,743186530659872769,[object Object],0,0,false,false,false,en,
